A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,label
2182,272,24,0,0,1292,150,239,225,942,1
2135,13,8,0,0,882,213,225,149,1493,1
2140,265,13,30,5,874,187,246,197,1482,1
2355,82,5,446,162,999,227,231,138,1396,1
2353,114,8,424,160,1015,235,232,129,1370,1
2340,97,15,382,153,1050,243,217,99,1317,1
2332,93,20,361,148,1068,247,206,79,1291,1
2321,93,23,339,137,1087,249,198,65,1266,1
2294,102,23,297,113,1123,251,204,69,1215,1
2282,128,19,277,102,1140,247,225,98,1190,1
2276,178,18,255,96,1158,225,248,149,1165,1
2281,210,21,234,100,1176,199,254,183,1140,1
2289,189,16,212,108,1195,219,250,160,1116,1
2285,139,16,192,102,1214,242,233,115,1092,1
2206,125,32,60,23,1358,253,198,46,933,1
2189,135,33,42,26,1379,250,205,55,912,1
2177,144,31,30,14,1401,245,216,74,892,1
2166,148,27,30,8,1423,244,226,93,872,1
2158,149,19,0,0,1445,241,235,115,853,1
2150,55,6,0,0,1463,224,227,139,816,1
2312,77,3,0,0,1200,224,233,145,150,1
2094,126,18,30,6,886,247,225,98,792,1
2080,337,8,0,0,834,203,229,165,847,1
2062,75,12,0,0,420,234,217,113,691,1
2932,337,18,335,95,350,178,212,172,1499,0
2912,39,13,306,102,306,220,212,124,607,0
2270,45,8,0,0,255,223,223,135,379,1
2239,153,20,0,0,700,240,236,116,470,1
2232,147,27,0,0,722,244,225,92,443,1
2221,163,27,0,0,738,233,236,115,417,1
2224,175,28,30,3,752,223,241,132,391,1
2222,160,25,30,8,767,236,235,114,366,1
2180,8,20,30,8,1310,193,196,137,926,1
2190,293,23,0,0,1320,151,228,215,953,1
2140,47,13,0,0,854,224,212,120,1521,1
2138,277,4,0,0,845,209,240,169,1510,1
2364,51,10,446,170,957,225,219,127,1437,1
2358,65,10,426,165,973,230,221,123,1410,1
2354,74,10,404,161,990,232,222,122,1384,1
2348,81,12,382,155,1008,236,219,112,1358,1
2318,103,24,319,134,1064,252,201,63,1282,1
2305,106,26,297,121,1082,253,199,57,1256,1
2291,109,27,277,110,1099,254,199,55,1231,1
2268,165,16,234,88,1134,232,243,137,1182,1
2272,212,21,212,92,1153,198,254,185,1158,1
2278,153,20,170,97,1191,240,236,116,1110,1
2258,132,27,127,75,1231,251,214,72,1064,1
2211,126,32,42,28,1315,253,200,48,976,1
2194,123,34,30,11,1337,253,192,36,955,1
2175,126,30,30,12,1358,253,204,55,934,1
2163,130,19,0,0,1380,247,226,100,914,1
2156,9,9,0,0,1425,210,222,149,876,1
2311,30,7,0,0,1230,218,226,143,150,1
2087,8,10,0,0,875,208,219,148,808,1
2073,67,17,0,0,451,234,204,96,722,1
2276,36,6,0,0,255,220,226,143,400,1
2241,162,5,0,0,638,224,241,151,569,1
2211,128,8,0,0,778,234,235,133,376,1
2209,177,5,0,0,793,222,242,155,350,1
2213,313,8,0,0,808,198,234,176,324,1
2222,229,14,0,0,1266,199,252,188,424,1
2208,118,9,0,0,1261,236,232,127,616,1
2204,178,17,0,0,1263,225,248,149,638,1
2193,38,24,0,0,1338,211,179,91,939,1
2139,351,6,0,0,816,210,230,159,1538,1
2370,37,12,446,176,916,219,214,128,1465,1
2366,66,12,424,172,932,232,215,114,1451,1
2359,85,11,404,165,949,236,221,114,1425,1
2355,100,11,384,162,966,238,225,116,1399,1
2349,108,14,361,156,984,243,223,106,1374,1
2340,109,19,339,147,1003,249,215,86,1348,1
2327,107,24,319,140,1022,252,204,65,1323,1
2258,156,19,212,77,1110,238,238,121,1200,1
2261,205,22,192,81,1129,201,254,178,1176,1
2257,142,29,127,76,1189,247,219,80,1106,1
2214,135,30,42,26,1273,250,211,66,1018,1
2200,127,32,30,17,1294,253,201,49,997,1
2168,113,19,0,0,1338,249,217,87,957,1
2326,52,3,0,0,1260,221,233,149,153,1
2325,28,12,0,0,1260,215,213,133,162,1
2089,36,4,0,0,942,220,230,147,741,1
2094,341,13,0,0,916,192,220,166,769,1
2990,344,23,488,169,509,169,199,165,1356,0
2281,83,8,0,0,228,231,227,128,421,1
2213,337,13,0,0,819,190,221,170,335,1
2203,155,4,0,0,1296,224,240,150,680,1
2204,216,11,0,0,1299,209,250,176,703,1
2210,245,23,30,6,1302,167,250,216,726,1
2195,346,19,30,2,1376,181,207,162,979,1
2142,32,6,0,0,797,219,226,144,1577,1
2377,55,13,424,180,890,228,211,113,1492,1
2368,73,15,404,174,907,237,209,100,1466,1
2359,82,14,382,165,924,239,214,103,1441,1
2336,121,22,319,143,979,251,216,81,1365,1
2293,111,28,255,106,1032,254,197,50,1290,1
2278,108,28,234,94,1050,254,196,50,1266,1
2262,110,28,212,78,1068,254,197,52,1242,1
2248,138,20,192,67,1087,246,228,101,1218,1
2256,191,25,150,76,1126,210,249,159,1172,1
2243,141,30,108,62,1167,247,216,75,1126,1
2232,141,32,85,51,1188,247,212,67,1104,1
2211,146,32,42,28,1230,244,217,75,1061,1
2200,143,32,30,12,1252,246,214,70,1040,1
2165,66,5,30,-17,1318,225,230,141,979,1
2327,317,8,0,0,1290,198,233,174,182,1
2104,98,15,0,0,1008,243,218,100,674,1
2097,47,10,0,0,983,224,219,129,702,1
2089,8,19,0,0,511,195,199,137,782,1
2220,18,12,0,0,828,211,215,140,351,1
2219,280,8,0,0,1323,198,241,183,488,1
2216,57,23,0,0,1395,229,184,77,967,1
2149,347,11,0,0,780,198,222,162,1616,1
2386,49,13,426,189,849,225,211,117,1519,1
2370,92,17,382,173,882,244,212,91,1482,1
2362,100,17,361,168,900,246,215,93,1456,1
2353,106,21,339,159,918,250,210,79,1431,1
2338,114,23,319,144,937,252,209,71,1406,1
2315,123,27,277,122,973,253,209,65,1357,1
2302,116,26,255,109,990,254,204,61,1332,1
2288,108,25,234,101,1008,253,202,62,1308,1
2275,99,25,212,88,1026,251,196,58,1284,1
2243,111,23,170,59,1064,252,208,71,1237,1
2236,168,19,150,55,1084,231,244,135,1214,1
2241,162,28,108,61,1124,234,234,112,1168,1
2218,138,32,67,37,1167,248,211,65,1124,1
2183,145,28,0,0,1231,245,222,85,1062,1
2168,110,5,30,-19,1276,228,234,140,1022,1
2171,324,13,42,-2,1298,187,226,179,1003,1
2327,49,5,0,0,1321,222,228,141,212,1
2327,326,9,0,0,1320,199,231,171,210,1
2109,117,20,0,0,1050,250,216,84,636,1
2105,40,26,0,0,543,211,172,82,815,1
2081,69,11,0,0,218,232,218,116,819,1
2229,344,14,0,0,849,190,217,165,342,1
2396,41,9,433,199,808,221,220,133,1544,1
2390,86,16,408,193,824,241,212,97,1549,1
2379,98,19,384,182,841,248,209,81,1523,1
2356,117,21,339,159,876,251,215,81,1473,1
2346,118,24,319,152,895,252,211,73,1448,1
2333,115,26,297,139,914,254,204,60,1423,1
2319,119,26,277,125,932,253,207,64,1398,1
2285,114,22,212,92,984,252,211,76,1326,1
2274,106,23,192,87,1003,252,205,69,1302,1
2261,98,28,170,74,1022,252,189,46,1279,1
2224,170,22,108,43,1082,230,243,133,1211,1
2224,162,28,85,43,1103,234,233,109,1189,1
2215,148,32,67,35,1124,243,218,78,1167,1
2205,141,31,42,25,1146,247,214,70,1146,1
2192,138,28,30,11,1167,249,216,75,1124,1
2181,135,22,0,0,1189,248,225,93,1104,1
2169,53,2,30,-13,1233,221,234,150,1064,1
2331,117,3,0,0,1353,225,236,146,247,1
2104,116,13,0,0,1065,242,227,111,626,1
2118,36,28,0,0,573,205,165,79,845,1
2095,41,21,0,0,256,217,188,97,859,1
3045,340,17,631,231,633,183,214,169,1240,0
2771,315,18,108,10,2293,169,222,192,1020,0
2290,193,10,30,1,162,219,249,163,426,1
2297,179,13,30,9,212,225,247,152,474,1
2295,148,12,30,5,234,236,239,131,499,1
2290,127,7,0,0,255,232,236,136,510,1
2231,114,11,0,0,828,240,229,118,395,1
2204,110,12,30,2,1385,241,226,112,743,1
2202,299,10,0,0,1388,193,237,184,764,1
2232,141,29,0,0,1434,248,218,77,949,1
2152,331,7,0,0,752,203,231,167,1556,1
2375,109,21,366,178,816,250,212,80,1539,1
2339,114,23,297,142,872,252,209,71,1465,1
2328,112,26,277,134,890,253,203,61,1440,1
2311,111,26,255,117,907,253,202,59,1416,1
2289,120,23,216,96,942,252,213,75,1368,1
2278,123,23,192,85,960,251,215,78,1345,1
2268,122,24,170,75,979,252,213,73,1321,1
2241,105,28,127,54,1019,253,193,47,1276,1
2224,110,24,108,40,1040,252,206,68,1253,1
2214,139,21,85,30,1061,246,228,99,1231,1
2208,151,26,67,27,1082,242,229,99,1209,1
2190,142,25,30,10,1124,247,225,91,1167,1
2180,133,17,0,0,1146,245,230,108,1146,1
2176,339,11,42,4,1214,196,224,167,1087,1
2329,90,6,0,0,1385,230,230,134,285,1
2104,31,6,0,0,1082,219,228,145,618,1
2131,38,27,0,0,603,208,170,82,875,1
2291,84,6,0,0,127,229,229,133,361,1
2289,41,5,0,0,150,220,229,145,384,1
2288,23,2,0,0,175,218,235,154,408,1
2288,184,4,0,0,201,220,242,157,433,1
2287,163,6,0,0,255,226,242,150,484,1
2238,102,21,0,0,828,250,207,75,421,1
2225,8,3,0,0,850,216,232,154,391,1
2238,139,20,30,8,1418,246,229,102,571,1
2230,120,8,0,0,1415,234,234,132,573,1
2223,158,32,0,0,1455,235,226,96,942,1
2217,156,21,0,0,1463,238,237,118,966,1
2157,76,14,0,0,741,236,214,106,1513,1
2158,311,19,0,0,726,166,223,196,1533,1
2397,196,7,457,200,726,219,246,162,1597,1
2396,149,12,430,199,741,236,239,131,1600,1
2372,116,19,350,175,792,249,218,89,1556,1
2334,104,23,277,137,849,251,203,66,1482,1
2295,107,25,212,101,900,253,202,62,1410,1
2247,127,28,127,54,977,253,209,65,1318,1
2234,121,28,108,47,997,254,205,59,1296,1
2221,117,27,85,34,1018,254,204,60,1273,1
2206,123,24,67,22,1040,252,214,75,1252,1
2195,134,21,42,11,1061,248,225,94,1230,1
2188,136,18,30,7,1082,245,230,106,1209,1
2181,130,11,0,0,1104,238,234,124,1189,1
2180,69,3,0,0,1126,223,233,145,1168,1
2180,14,7,30,0,1149,213,225,149,1149,1
2179,348,10,42,3,1172,201,224,161,1129,1
2336,65,9,0,0,1418,229,222,126,323,1
2332,15,11,0,0,1415,210,217,143,313,1
2106,0,5,0,0,1123,213,231,156,582,1
2141,46,24,0,0,633,219,180,83,904,1
2122,49,24,0,0,309,221,180,80,882,1
2923,26,10,170,25,1385,215,218,138,700,0
2883,329,11,150,4,1776,193,227,173,1383,0
2298,117,11,0,0,108,238,230,121,297,1
2237,81,13,0,0,849,237,216,107,420,1
2238,173,17,30,4,1455,228,246,144,601,1
2234,151,12,0,0,1451,236,240,132,600,1
2232,169,34,0,0,1465,223,230,110,892,1
2212,151,24,0,0,1477,242,231,104,937,1
2159,29,6,0,0,716,218,227,145,1490,1
2389,146,16,418,192,716,240,236,121,1630,1
2382,134,20,390,185,732,247,227,99,1622,1
2374,131,20,362,177,750,248,225,96,1598,1
2357,120,23,309,160,787,252,214,78,1548,1
2292,109,26,192,98,876,253,201,58,1429,1
2263,111,25,150,69,914,253,204,63,1383,1
2236,118,26,108,43,955,254,206,62,1338,1
2225,122,26,85,32,976,253,209,66,1316,1
2212,119,25,67,25,997,253,210,69,1294,1
2200,113,22,42,13,1018,251,211,76,1273,1
2190,114,17,30,6,1040,247,221,97,1252,1
2184,116,9,0,0,1062,236,231,126,1231,1
2184,351,9,42,4,1129,204,225,159,1172,1
2342,348,6,0,0,1448,209,231,160,351,1
2116,62,7,30,4,1190,226,226,134,518,1
2964,96,19,480,157,497,246,210,85,907,0
2301,119,11,0,0,108,239,231,121,255,1
2242,105,13,0,0,850,242,223,109,451,1
2231,243,2,30,-1,1489,215,240,163,633,1
2233,332,8,0,0,1485,201,230,168,631,1
2207,183,29,0,0,1485,214,244,143,870,1
2212,182,22,0,0,1495,220,248,149,912,1
2162,311,9,0,0,691,196,234,177,1468,1
2385,149,10,437,188,674,234,240,137,1657,1
2374,131,20,379,177,708,248,224,95,1639,1
2358,136,22,323,161,745,248,224,92,1590,1
2337,127,26,268,140,782,252,212,71,1542,1
2312,122,27,216,115,816,253,206,61,1495,1
2286,120,27,170,89,853,254,206,61,1448,1
2233,114,28,95,40,933,254,199,51,1358,1
2217,120,25,67,24,955,253,209,67,1337,1
2207,121,21,42,14,976,250,218,85,1315,1
2184,332,6,30,0,1064,207,233,165,1233,1
2187,326,7,42,6,1087,202,232,169,1214,1
2189,330,9,67,8,1110,199,229,170,1195,1
2338,133,9,30,0,1463,235,236,131,402,1
2120,104,10,30,3,1256,237,228,121,454,1
2117,3,9,0,0,1207,208,223,152,514,1
2118,3,12,0,0,1182,203,216,150,543,1
2303,124,10,0,0,108,238,233,125,212,1
2300,351,5,0,0,127,212,232,158,234,1
2247,106,16,0,0,849,246,218,96,484,1
2197,61,6,0,0,1505,225,227,136,834,1
2195,189,3,30,-16,1515,219,241,158,892,1
2385,207,5,459,188,633,217,245,164,1684,1
2357,129,23,342,160,703,250,220,85,1632,1
2339,134,25,285,142,741,250,219,81,1584,1
2316,126,27,228,119,774,253,211,67,1537,1
2303,123,28,201,106,792,253,207,61,1513,1
2290,125,29,175,93,811,253,206,59,1490,1
2277,128,29,150,80,830,253,207,59,1468,1
2251,131,29,108,57,870,251,211,66,1423,1
2239,128,30,85,45,891,252,205,56,1401,1
2223,125,31,67,29,912,253,201,50,1379,1
2200,131,19,30,7,955,247,226,100,1337,1
2186,86,7,0,0,999,230,229,132,1296,1
2186,351,6,30,0,1022,209,229,159,1276,1
2192,320,11,85,11,1092,192,230,177,1218,1
2337,52,3,0,0,1437,221,233,149,430,1
2127,87,10,0,0,1298,235,224,119,421,1
2123,354,15,0,0,1249,193,212,156,481,1
2127,4,15,0,0,1200,199,210,147,541,1
2182,93,23,0,0,730,249,197,64,1001,1
2172,57,22,0,0,726,229,187,80,997,1
2191,64,33,0,0,433,229,155,32,912,1
3029,113,14,655,229,664,244,224,107,1084,0
2848,92,20,95,43,120,247,204,77,819,0
2938,356,9,120,15,1397,205,224,156,558,0
2302,348,6,0,0,127,209,231,160,192,1
2247,68,9,0,0,865,230,221,124,488,1
2373,118,19,395,176,642,249,220,92,1698,1
2362,114,22,365,165,661,251,213,78,1674,1
2338,127,24,306,141,700,251,216,79,1626,1
2308,130,27,218,111,750,251,214,72,1556,1
2295,124,28,190,98,768,253,207,62,1533,1
2280,122,30,162,83,787,254,201,51,1510,1
2265,127,31,134,68,807,253,202,51,1487,1
2251,132,31,108,54,828,251,206,58,1465,1
2239,136,31,85,42,849,249,210,63,1443,1
2227,134,32,67,33,870,250,206,57,1421,1
2193,132,13,30,0,934,241,233,119,1358,1
2189,113,5,0,0,957,230,234,138,1338,1
2188,354,5,30,-4,979,212,231,157,1318,1
2340,66,6,0,0,1396,226,228,137,470,1
2142,137,19,0,0,1390,245,229,105,330,1
2129,47,8,0,0,1340,223,223,135,390,1
2134,15,16,0,0,1218,204,206,136,540,1
2203,87,23,0,0,771,246,196,67,1041,1
2186,41,20,0,0,760,218,193,101,1031,1
2251,75,27,60,35,525,240,178,51,981,1
2234,77,30,30,18,499,241,171,39,953,1
2894,329,17,247,26,1082,177,217,179,638,0
2255,90,12,0,0,840,239,220,110,524,1
2378,159,3,450,157,582,223,240,152,1744,1
2375,118,11,421,154,600,239,230,119,1740,1
2346,99,22,331,149,658,250,203,69,1668,1
2295,127,27,212,98,726,252,212,69,1575,1
2272,122,31,153,75,765,254,197,45,1530,1
2255,123,33,124,58,785,254,196,42,1507,1
2225,133,31,67,28,828,251,207,59,1464,1
2211,134,28,42,14,849,251,214,70,1442,1
2201,131,21,30,7,870,249,223,91,1421,1
2194,124,13,0,0,892,241,231,117,1401,1
2190,343,7,0,0,937,205,229,162,1360,1
2193,338,12,30,4,960,194,223,168,1341,1
2345,45,4,0,0,1355,221,231,146,510,1
2160,145,21,30,9,1482,244,232,107,242,1
2151,126,18,0,0,1456,247,225,99,272,1
2142,103,12,0,0,1431,240,224,112,301,1
2137,27,8,0,0,1406,217,223,142,331,1
2222,78,22,0,0,808,242,193,70,1077,1
2210,48,22,0,0,800,223,187,88,1071,1
2891,315,16,182,23,1036,176,226,189,700,0
2309,137,9,0,0,95,235,237,133,67,1
2306,54,2,0,0,108,220,234,150,85,1
2260,116,13,30,5,811,242,227,112,560,1
2178,97,13,0,0,658,241,221,108,1318,1
2177,331,12,0,0,636,192,225,172,1338,1
2379,54,2,426,154,558,220,234,150,1774,1
2374,83,11,408,153,576,236,220,114,1758,1
2366,84,16,390,145,595,241,211,95,1734,1
2356,83,19,360,159,616,243,205,85,1710,1
2346,80,21,330,149,633,242,198,76,1687,1
2324,89,26,270,127,666,248,188,52,1640,1
2306,100,30,240,109,684,252,184,36,1617,1
2288,114,29,210,91,703,254,197,49,1595,1
2244,122,32,120,47,764,254,195,42,1528,1
2228,122,30,90,31,785,254,201,52,1506,1
2214,122,26,60,17,806,253,208,65,1485,1
2197,115,11,0,0,850,239,230,120,1443,1
2192,45,4,0,0,872,221,231,146,1423,1
2193,339,11,0,0,895,196,224,167,1403,1
2346,0,1,0,0,1315,217,236,156,551,1
2174,127,15,30,-5,1600,243,229,111,134,1
2168,112,14,30,-8,1574,243,225,108,162,1
2155,96,6,0,0,1523,231,231,133,218,1
2154,63,7,0,0,1498,226,226,134,247,1
2153,40,22,30,10,1256,215,185,94,543,1
2237,113,17,30,6,854,247,221,96,1121,1
2231,80,12,0,0,845,236,218,111,1113,1
3121,320,23,706,262,713,155,212,193,1673,0
2957,0,3,309,37,1546,215,233,156,785,0
2258,68,3,0,0,781,222,234,148,569,1
2240,61,2,0,0,1602,221,234,149,808,1
2376,59,13,384,151,553,230,211,112,1776,1
2369,70,17,366,148,573,236,204,93,1752,1
2360,75,19,350,139,592,239,201,84,1729,1
2283,101,31,210,86,680,253,182,32,1614,1
2249,116,29,150,52,721,254,198,49,1570,1
2221,110,26,90,24,764,253,202,60,1527,1
2196,329,10,30,0,853,196,228,172,1445,1
2349,57,10,0,0,1275,227,220,126,592,1
2177,24,16,0,0,1616,209,203,127,150,1
2173,25,21,0,0,1590,205,189,114,175,1
2168,25,23,0,0,1565,201,184,110,201,1
2248,111,13,0,0,902,242,225,110,1167,1
2240,27,17,0,0,882,211,202,123,1150,1
2888,306,20,120,20,1006,162,225,202,785,0
2311,21,4,0,0,85,217,231,151,30,1
2259,24,3,0,0,752,218,233,152,607,1
2382,57,16,361,157,531,229,205,104,1794,1
2372,76,19,342,147,551,240,200,83,1771,1
2362,90,21,324,141,566,247,202,74,1748,1
2350,100,25,309,129,582,251,198,59,1725,1
2335,105,29,295,114,600,254,190,42,1702,1
2298,106,30,240,101,638,254,187,37,1657,1
2284,98,30,210,87,658,252,184,37,1635,1
2218,99,23,90,21,743,250,202,68,1549,1
2201,82,8,30,5,787,232,225,126,1507,1
2199,10,4,0,0,811,215,231,153,1487,1
2188,41,11,0,0,1682,222,216,129,134,1
2190,351,19,0,0,1657,183,205,157,150,1
2164,78,26,0,0,1296,243,183,55,553,1
2151,67,12,0,0,1273,232,216,115,582,1
2257,76,22,30,9,942,241,192,70,1146,1
3024,135,9,703,214,721,235,236,133,1256,0
2882,310,21,366,116,2577,159,221,200,1262,0
2266,100,9,0,0,700,236,227,122,674,1
2235,0,1,0,0,1556,217,236,156,866,1
2190,270,10,30,2,595,194,244,189,1252,1
2386,76,17,335,161,509,238,207,93,1813,1
2360,99,26,300,135,541,252,193,53,1767,1
2345,109,30,283,124,558,254,192,43,1744,1
2309,111,32,256,88,595,254,186,32,1699,1
2292,110,29,240,81,616,254,195,47,1677,1
2247,95,29,150,50,679,251,185,42,1612,1
2230,95,25,120,33,700,250,193,56,1591,1
2217,92,21,90,20,722,247,203,74,1570,1
2206,85,14,60,10,745,239,216,104,1550,1
2202,69,7,30,3,768,228,226,131,1530,1
2365,85,15,30,6,1194,241,212,97,674,1
2355,79,11,0,0,1207,234,220,117,659,1
2193,342,14,0,0,1698,191,218,166,162,1
2255,23,12,0,0,959,212,214,136,1180,1
2275,108,13,0,0,638,241,225,111,741,1
2270,79,7,0,0,658,230,227,130,713,1
2236,70,10,0,0,1533,231,221,123,895,1
2190,67,14,0,0,591,233,212,109,1209,1
2187,265,5,0,0,576,207,242,174,1230,1
2386,85,18,309,161,484,243,206,86,1832,1
2358,102,32,277,133,516,253,180,29,1786,1
2320,113,32,242,99,553,254,188,35,1742,1
2287,112,28,216,66,594,254,198,52,1698,1
2274,112,27,201,63,616,254,200,55,1676,1
2258,110,28,175,51,636,254,196,49,1655,1
2243,104,27,150,36,658,253,196,53,1634,1
2228,94,23,120,21,680,249,199,66,1613,1
2217,81,18,90,21,703,242,204,86,1592,1
2208,61,13,60,9,726,230,212,112,1572,1
2201,337,9,0,0,774,200,228,166,1533,1
2368,76,12,0,0,1167,234,218,114,700,1
2280,108,13,0,0,595,242,224,109,780,1
2191,19,9,0,0,551,214,222,144,1209,1
2388,103,22,283,160,458,250,207,74,1852,1
2352,108,35,255,127,492,253,176,18,1806,1
2331,108,34,234,106,511,254,179,22,1784,1
2312,111,32,216,87,531,254,188,35,1762,1
2296,112,29,201,75,552,254,194,45,1740,1
2252,101,25,162,41,616,252,197,57,1676,1
2239,93,22,134,32,638,248,202,72,1655,1
2214,51,14,60,15,708,226,210,115,1595,1
2210,34,11,30,9,732,219,216,132,1575,1
2207,332,13,0,0,757,190,224,173,1556,1
2203,337,11,0,0,1642,196,225,168,212,1
2165,53,5,0,0,1358,223,229,142,579,1
2271,52,20,0,0,1015,226,193,93,1189,1
2279,51,6,0,0,573,223,226,138,792,1
2249,49,28,30,8,1487,218,167,65,953,1
2239,36,17,0,0,1507,217,200,113,947,1
2194,324,4,0,0,492,209,235,164,1233,1
2400,86,11,297,159,402,236,222,117,1917,1
2363,113,35,242,135,450,254,182,25,1849,1
2325,110,34,212,100,488,254,182,26,1804,1
2290,111,29,175,65,531,254,196,48,1761,1
2277,112,24,162,56,552,253,206,66,1739,1
2266,105,23,150,45,573,251,206,71,1718,1
2225,76,15,67,18,666,238,210,99,1637,1
2219,88,13,42,12,691,239,219,109,1617,1
2212,79,4,30,5,716,224,233,144,1598,1
2214,299,13,0,0,741,183,235,192,1579,1
2365,98,3,0,0,1100,225,234,145,767,1
2207,30,7,0,0,1608,218,226,143,240,1
2179,112,25,30,5,1421,253,204,63,537,1
2900,123,22,228,99,242,251,218,84,1127,0
2284,34,5,0,0,531,219,228,145,832,1
2252,34,31,0,0,1486,199,157,76,977,1
2242,21,20,0,0,1506,203,195,123,972,1
2392,110,22,255,151,391,251,209,73,1913,1
2318,113,32,190,93,467,254,189,35,1825,1
2301,111,31,170,76,488,254,190,38,1803,1
2284,112,29,150,59,509,254,196,47,1782,1
2269,117,24,134,44,531,253,210,71,1761,1
2260,118,21,124,39,553,250,217,84,1740,1
2251,109,18,108,30,576,248,217,90,1719,1
2235,93,16,85,24,624,244,213,94,1679,1
2214,109,15,30,7,674,245,222,102,1640,1
2372,95,10,0,0,1060,236,225,120,808,1
2189,114,27,0,0,1464,254,200,55,525,1
3114,90,25,886,309,886,248,191,57,1570,0
2292,88,14,30,5,469,240,217,105,800,1
2252,10,27,0,0,1506,180,175,121,997,1
2245,42,12,0,0,1572,222,213,125,990,1
2208,340,18,0,0,430,180,212,169,1218,1
2369,114,35,212,128,384,254,183,26,1911,1
2347,112,37,192,106,404,253,174,13,1889,1
2310,117,32,162,82,446,254,192,39,1846,1
2294,117,31,150,69,467,254,195,43,1824,1
2278,115,28,127,53,488,254,199,51,1803,1
2255,121,20,95,30,534,250,219,88,1762,1
2245,127,18,85,24,558,247,225,99,1742,1
2222,103,20,42,11,633,249,211,82,1682,1
2376,104,14,0,0,1020,243,221,105,849,1
2218,46,15,0,0,1544,224,207,114,301,1
2182,91,16,0,0,1485,243,212,93,541,1
2908,282,20,182,44,953,161,237,214,1003,0
2295,57,12,30,7,446,228,215,119,808,1
2245,358,8,0,0,1575,208,225,155,1020,1
2218,74,10,0,0,443,233,220,119,1129,1
2376,124,30,216,135,342,254,202,53,1892,1
2338,115,37,170,97,382,253,178,18,1908,1
2319,115,34,150,78,404,254,186,30,1888,1
2271,116,26,108,46,469,254,204,61,1825,1
2229,130,15,30,8,592,243,230,112,1725,1
2220,100,15,30,9,618,244,218,100,1706,1
2374,63,7,0,0,993,227,225,132,875,1
2240,83,16,0,0,1507,241,211,96,342,1
2233,47,15,0,0,1511,224,205,111,335,1
2194,93,18,0,0,1471,245,211,89,534,1
2824,325,16,30,2,2527,178,220,181,1294,0
2299,45,10,0,0,424,223,219,130,816,1
2247,101,2,0,0,1556,223,236,148,1050,1
2389,137,23,256,148,283,248,224,92,1844,1
2380,130,27,228,139,300,252,212,69,1855,1
2365,124,32,201,124,319,253,197,44,1863,1
2347,121,36,175,106,339,253,186,27,1871,1
2328,118,36,150,87,361,253,183,24,1879,1
2310,119,34,127,69,382,254,190,34,1888,1
2294,119,32,108,53,404,254,195,42,1888,1
2278,118,28,95,37,426,254,202,55,1867,1
2253,119,25,67,28,474,253,210,70,1826,1
2241,124,24,42,16,499,252,215,77,1806,1
2230,133,18,30,5,525,246,228,104,1786,1
2381,87,9,0,0,953,234,224,121,916,1
2302,33,8,0,0,404,219,222,139,825,1
2234,147,11,0,0,446,235,239,133,1022,1
2379,140,24,247,138,258,247,224,90,1819,1
2354,124,33,190,113,297,253,196,42,1834,1
2337,120,35,162,96,319,253,188,30,1842,1
2318,119,35,134,77,339,254,185,27,1851,1
2299,120,34,108,58,361,254,191,35,1860,1
2283,123,31,85,42,384,254,199,47,1869,1
2269,125,28,67,28,408,253,208,62,1879,1
2258,125,25,60,17,433,252,213,73,1869,1
2225,108,8,0,0,510,233,232,130,1809,1
2223,36,6,0,0,537,220,226,143,1790,1
2386,77,14,0,0,914,237,214,105,957,1
2239,106,8,0,0,1445,235,230,127,408,1
2197,13,9,0,0,1423,211,221,146,552,1
2283,19,13,0,0,1195,210,212,137,1205,1
2928,141,6,30,0,1834,229,238,143,466,0
2306,8,7,0,0,384,212,226,152,836,1
2257,342,2,0,0,1566,214,235,159,1074,1
2230,111,10,0,0,467,237,229,122,957,1
